Title,Tone
Panglima TNI Mendampingi Presiden RI Groundbreaking Kodim IKN,Positive
Batituud Koramil 0818/30 Tirtoyudo Berikan Wawasan Kebangsaan Pada Siswa SD,Positive
"Utang Semakin Bertambah Banyak, Indonesia Terjebak Middle Income Trap",Negative
"Mulai Senin, Masyarakat Sekitar IKN Dapat Pelatihan",Neutral
Happy Salma Harapkan Sosok Pemimpin yang Peduli Budaya dan Tradisi,Positive
"Bangun Bandara IKN, Pemerintah Siapkan Anggarkan Rp 4,2 Triliun",Positive
Foto: Edy Mulyadi Penuhi Panggilan Bareskrim Polri,Positive
"VIRAL : Menengok Sumur Binong di Bekasi, yang Air dan Tanahnya Turut Dibawa ke IKN Nusantara",Positive
"Tolak UU Kesehatan, Demokrat: Negara Abai Hak Dasar Warga",Negative
RUSIA-UKRAINA-KONFLIK-2,Negative
Banyak PNS Pusat Enggan Pindah ke IKN,Negative
Andi Sudirman Buka Peluang Sulawesi Selatan Pasok Logistik IKN,Positive
Fenomena Rumah Membelah Jalan Tol IKN? Pemilik Rumah Ogah Digusur Meski Ganti Ruginya Ratusan Miliar,Negative
Polairud Polda Kalimantan Timur turunkan empat kapal patroli jaga perairan IKN,Negative
"Beda dari PKS, Cak Imin Bilang Begini soal IKN",Neutral
"Pemerintah Tolak Usulan Baleg, DPR Ngotot Tidak Mau Pindah Ke IKN",Negative
Rapsel Bilang Istana Presiden Kudu Dirancang Sesuai Konstruksi Militer,Positive
Jamuan Makan Siang di Istana; Ketika Bacapres Bersiap Menjemput Takdir Masing,Neutral
Pembanguan IKN Nusantara masuk proyek prioritas nasional,Neutral
Ritual Kebodohan dan Penuh Kemusyrikan Itu Benar-benar Terjadi di Titik Nol IKN,Positive
Pemerintah Klaim Buka 3 Juta Lapangan Kerja Di Ibu Kota Baru,Neutral
Momen Saat Presiden Jokowi Bayar Minyak Goreng yang Dibeli di Pasar Sentul Yogyakarta Uang Sisanya Dikembalikan,Neutral
"Buka Urgensi, Konsisten Dukung Pembangunan IKN",Positive
APBN 2023 Instrumen Pamungkas RI Hadapi Bayang-bayang Resesi,Negative
"Jangan Tajam ke Bawah, Tumpul ke Atas",Negative
"Meski Sudah Masuk APBN 2024, Pemerintah Belum Terbitkan Aturan Gaji Terbaru Pensiunan PNS, Taspen Siap Salurkan Segini Pada 1 Januari 2024",Neutral
Progres Pemasangan Tiang Pancang dan Bilah Garuda di Kantor Presiden Ibu Kota Nusantara,Neutral
Istana Terima Surat Pengunduran Diri Firli Bahuri Sebagai Ketua KPK,Negative
"Ibu Kota Baru, Pns Ikut Pindah Atau Pensiun Dini?",Neutral
Menteri Basuki Sebut Investor Malaysia Meminati Proyek Pembangunan IKN Nusantara,Positive
"Wacana IKN Hadirkan Taksi Terbang dan Bus Tanpa Awak pada Tahun 2024, Benarkah?",Neutral
Kepala Otorita Sebut Jajak Pasar Bangun Fasilitas di IKN Dimulai Agustus,Neutral
IKN Ditarget Jadi Super Hub Indonesia Usai Nusantara Logistics Hub PT Pos Indonesia Diresmikan Presiden,Positive
Legislasi Harus Lebih Banyak Libatkan Publik - Waspada Medan Indonesia,Negative
"Tingkatkan Konektivitas Menuju Kawasan IKN Nusantara, Kementerian PUPR Bangun Jembatan Duplikasi Bentang Pendek Pulau Balang",Neutral
"LSM Tuding Forest City IKN Nusantara Janji Belaka, Kepungan Industri Kalimantan Timur Habiskan Pohon",Negative
Jokowi: Stabilitas Politik Bikin Lega Pelaku Industri Keuangan,Positive
Kepala Bappenas Ungkap Alasan Jokowi Pilih `Nusantara` Jadi Nama IKN Baru,Neutral
Kementerian PUPR: Pembangunan Istana di IKN Rampung sebelum HUT RI pada 2024,Positive
"Anies-Cak Imin akan Bangun 40 Kota Setara Jakarta, Dinilai Efektif Wujudkan Pemerataan Ekonomi",Positive
"Tren Kota Baru, Produk Komersial yang Melawan Urbanisasi",Negative
Forsesdasi Jadi Forum Strategis Rumuskan Berbagai Solusi Permasalahan Daerah,Positive
Ahok dan Gibran Takut 2024 Pasangan Anies - AHY. Meraih RI. 1 & RI. 2,Negative
"Mahasiswa Demo di Gedung DPRD Medan & Sumatra Utara, Tolak Kenaikan Sembako Serta BBM",Negative
Fresh Graduate CPNS 2024 Akan Dikirim ke IKN Nusantara,Neutral
"Bikin Rakyat Sengsara, Rizal Ramli Kritik Pemerintah Jor-Joran Demi Proyek IKN: 'Ini Proses Kemiskinan Struktural'",Negative
"Sekjen PDIP Ditanya Warga Yogya, 'Setelah Anies Dideklarasikan, Kenapa Jakarta Banyak Banjir?'",Negative
Bupati PPU AGM: Desa Bukit Subur Juga Perlu Bendungan untuk Atasi Banjir,Positive
"Resmikan KEK Lido, Presiden Jokowi: Pembangunan Infrastruktur Bawa Manfaat Ekonomi",Positive
"Balikpapan Banjir Usai Ditinggal Jokowi, Rizal Ramli Singgung Ritual Kendi",Negative
"Ridwan Kamil: Jadi Capres Masih Seandainya, Paling Realistis Jadi Gubernur Jawa Barat 2 Periode",Positive
Kejaksaan Agung Tangkap 138 Buronan Sepanjang 2023,Positive
"DI IKN, JENDERAL DUDUNG DIANUGERAHI GELAR ADAT",Neutral
Baskami Siap Sampaikan Keluhan Mahasiswa,Negative
Jokowi Sebut Ibu Kota Baru Tetap Masuk Wilayah Kaltim,Neutral
Relawan Terpecah Dukung Ganjar dan Prabowo Jadi Strategi Amankan Legasi Jokowi,Negative
Wapres Ingin Persatuan Emirat Arab Bantu Ekspor Indonesia,Positive
Jokowi tetapkan lokasi pembangunan pusat sepak bola di IKN,Neutral
"Ibu Kota Pindah Ke Kalimantan Timur, Wagub DKI: Jakarta Tetap Pusat Perekonomian",Neutral
Menuju angkot terbang 2045,Neutral
Dewan Pers: Pelanggaran Pers Didominasi Berita Tidak Cover Both Side dan Uji Informasi,Negative
"Aneh! Pemerintah Luncurkan Media Center Indonesia Maju, Kominfo Tak Dilibatkan",Negative
Ganjar Pranowo Tanggapi Kasus Edy Mulyadi dan Arteria Dahlan: Menyakiti Hati Masyarakat,Negative
Membahas Sejarah Kutai di Kompleks Istana,Neutral
"Sempat Ogah Bubar, Massa Buruh Akhirnya Tinggalkan Depan Gedung DPR RI",Negative
Ketua DPRD Jawa Timur Janji Hari Ini Tuntutan Mahasiswa Sampe ke Pusat,Negative
"Kompak Tolak IKN Nusantara, PKS dan Edy Mulyadi Disebut Takut Hal Ini",Negative
"Tingkatkan kompetensi SDM, Ormas di Kukar berkolaborasi dengan pemkab",Neutral
Politikus Demokrat Interupsi: Tolak Rencana Pemerintah Naikkan Harga BBM Bersubsidi,Negative
PDIP Bocorkan Ciri Calon PJ Gubernur DKI Jakarta,Negative
Tanggapan Istana Soal Hinaan Kepada Jokowi: Rocky Gerung Tidak Beradab,Negative
Bareskrim ke Edy Mulyadi: Panggilan Kedua dengan Perintah Membawa,Positive
"DKI akan Sandang Kota Global, Pemprov Diminta Segera Tuntaskan Masalah Pengangguran",Negative
Azam Khan Minta Masyarakat Jangan Mau Diprovokasi Buzzer: Perkataan Saya yang Monyet Itu Bukan Untuk Masyarakat Kalimantan,Negative
"Otorita IKN Ajukan Tambahan Anggaran Hingga Rp3,5 Triliun, Untuk Apa?",Neutral
Heriyus M Yoseph Minta Pemkab Murung Raya Perbanyak Program Pelatihan,Negative
Jalan Tol Menuju IKN Rampung Akhir 2024,Positive
Mantan Ketum Muhammadiyah Din Syamsuddin Akan Gugat UU IKN ke MK,Negative
Karya Desain Terbaik IKN Nusantara Segera Diumumkan,Neutral
"Tanggapi Kabar jadi Calon Kepala Otorita IKN Nusantara, Ridwan Kamil: Itu mah Gosip",Negative
Riset Ungkap Prabowo Tokoh Kontroversial Di Antara 4 Menteri Jokowi,Negative
"PDIP Harus Membatalkan Dua Kebijakan Jokowi, IKN dan Omnibus Law",Negative
"Di Hadapan Investor Singapura, Jokowi Pastikan Keamanan Investasi di Indonesia",Positive
"Jokowi Akan Berkantor di IKN Juli 2024, Wapres Ma'ruf Amin di Mana?",Neutral
"Hadiri Annual Leaders' Meeting, Jokowi Beberkan Kerja Sama Strategis RI dengan Australia",Positive
Krakatau Sarana Properti Siap Berperan Dalam Pengembangan IKN,Positive
Bupati Mansur Hadiri Rakornas Pengenalana Ibu Kota Nusantara,Positive
"Sudah Dihentikan Polisi, Tambang Ilegal Dekat IKN Kembali Beroperasi",Negative
"Pemerintah Ngotot Lanjutkan Pembangunan Ibukota, DPR Sarankan IBM",Negative
"Tetap Jadi Daerah Khusus, Menteri Suharso&#58; Yang Tinggal Di Jakarta Jadi Orang Daerah",Neutral
IKN Jadi Sasaran Waskita Beton Kembangkan Produk Modular,Positive
Kementerian ATR Cegah Spekulan Lahan Di IKN,Positive
"Pasca Pemilu 2024, Perlukah Rekonsiliasi?",Neutral
H Fauzi Hasballah : Pemerintah Tidak Terapkan Kebijakan Berimbas terhadap Sektor Pertanian/Perkebunan,Negative
PDI-P Politician: Elected President Must Continue IKN,Neutral
Presiden Dimimbau Tunda Pemindahan Ibu Kota Negara,Negative
Pelaku Usaha di IKN Bisa Peroleh Izin Hak Guna Usaha hingga 190 Tahun,Neutral
KSAD Dudung Tindaklanjuti Kritikan Jokowi soal Obrolan Prajurit di Grup WA: Jangan Ada Ngomong yang Aneh-aneh,Negative
"Hadiri World Cities Summit 2022, Gubernur Sulawesi Selatan Jajaki Kerja Sama dengan Singapura",Positive
"Cegah Gangguan Kamtibmas, Regu C Satgas Ops Nusantara Polda Kalimantan Timur Laksanakan Pengamanan di wilayah IKN",Positive
Demo Mahasiswa Tulungagung Diwarnai Bakar Ban dan Jebol Kawat Berduri - Berita Nasional Indonesia,Negative
Otorita IKN sebut pembangunan Kota Nusantara refleksikan RI,Neutral
"Fantastis! Minta Lahan 4.500 Hektare di IKN, Jenderal Andika Perkasa Ingin Bangun Ini",Neutral
"Presiden Jokowi Ajak Berhemat, Pengamat: Tunda IKN Penghematan Luar Biasa",Positive
Pelindo Komitmen Kawal Konektivitas Logistik Pembangunan IKN,Neutral
"Bau Busuk Proyek KA Cepat, Semakin Menyengat Indikasi Kejahatan Ekonomi?",Negative
Presiden Jokowi Bertemu Sejumlah Seniman Senior di Istana Bogor,Neutral
"Gali Potensi SDA, Pemprov Kalimantan Tengah dan ITS Surabaya Tandatangani MoU",Positive
Negeri Kontradiksi,Neutral
"Dimarahi Paspampres Ajak Jokowi Joget, Ternyata Perempuan Itu Presenter Berita",Negative
Istana: Jakarta Masih Ibu Kota Indonesia hingga Keppres IKN Diterbitkan,Neutral
Otorita IKN Targetkan Pembangunan MRT Dilakukan Setelah 2024,Neutral
"Pemerintah Permudah TKA yang Akan Kerja di IKN, Ini Tujuannya",Positive
"Imunisasi Kejar, Lengkapi Imunisasi Dasar Anak yang Tertunda",Negative
Hutama Karya Selesaikan Revitalisasi Runway Bandara Internasional Lombok,Negative
"The Fed Berpotensi Naikkan Suku Bunga hingga 100 Basis Poin, Nilai Kurs Rupiah Diprediksi Sentuh Rp15. 000 per Dolar AS",Neutral
"OIKN soal Pembangunan Nusantara: Kami Berlajar dari Jakarta, Jangan Sampai Kebudayaan Lokal Hilang",Positive
Sebanyak 700 Perusahaan Masih Abaikan Perintah Laporan Lahan Sawit ke Menko Marves,Negative
"erima Insiu Kripo Nasional (IKN), Keua MPR RI Bamsoe Dorong Pengembangan Pasar Kripo di Indonesia",Positive
"Negara Ini Bangun Kota Modern di Daerah Pegunungan, Bandara di Atas Gunung hingga Jalan Layang 5 Tingkat Terumit di Dunia, IKN Bisa Tiru?",Neutral
"22 Stadion Sepak Bola Diaudit, Lima di Antaranya Rusak Berat",Negative
DPD RI Khawatir RKP 2024 Ganggu Pembangunan IKN dan Pemilu,Negative
"Jika Anies Menang Pilpres, Dewan Pakar Timnas AMIN Sebut IKN Bakal Dikaji Ulang",Neutral
"Suara Lantang Prabowo Tegas di Depan Presiden Jokowi, Mengejutkan",Negative
"Isran : Persiapkan Diri, Bukan Takut dan Khawatir Ada IKN di Kalimantan Timur",Positive
Joko Widodo tinjau pembangunan menara perumahan untuk ASN di IKN,Positive
"RUU Perampasan Aset Minta Disahkan, UU MLA Ditelantarkan",Negative
JK Bicara Peluang Tuan Rumah Olimpiade Usai Gagal Piala Dunia U-20,Negative
"Bank Tanah Ultimatum Warga di IKN, KPA: Praktik Ala Pemerintah Kolonial Belanda!",Negative
"Implementasi 5G di Ibu Kota Baru, Usung Transformasi Digital",Neutral
Insentif untuk Investor di IKN: HGU Diberikan Paling Lama 95 Tahun dan SLF 20 Tahun,Positive
Menteri Bahlil Tegaskan Komitmen Lindungi Investasi Dalam Negeri,Positive
"Yan Harahap Sayangkan Sikap Jokowi: Bukannya Mikirin Dampak Pandemi, Malah Sibuk Mikirin Proyek Ambisius",Negative
Pesan Polri Menjelang Demonstrasi BEM SI: Hormati Hak Masyarakat,Negative
"Ada Alasan Kuat! Jokowi Heran Banyak yang Tanya, 'IKN Buat Apa Sih Pak?'",Negative
"Hari Bakti PU Ke-78, Menteri PUPRI: Jaga Kepercayaan Pemerintah dan Publik",Positive
"Ketimbang Bangun Ibu Kota Pakai Dana PEN, PKS Sarankan Pemerintah Prioritaskan Dulu Pembangunan Desa Tertinggal",Negative
Walhi: Pertambangan Ilegal di Kawasan IKN Berbahaya Bagi Lingkungan dan Masyarakat,Negative
Transportasi Publik Jadi Layanan Utama Pergerakan Orang di IKN,Neutral
Pendapatan Waskita Beton Precast Melonjak 81% di Semester I Tahun 2022,Negative
PNS yang Ogah Pindah ke IKN Nusantara Diminta Mundur dan Dapat Sanksi Disiplin,Negative
Bupati Penajam Posting 'Penampakan' Menara Pencakar Langit IKN,Neutral
Indonesia Lebih Unggul Daripada Negara Lain Pasar Domestik Besar Tenaga Kerja Produktif,Positive
"IKN: Proyek Rumah Jabatan Menteri Baru Capai16,8 Persen",Neutral
"Pengamat: Harga Properti Jakarta Diprediksi Malah Naik karena Pemindahan IKN, Ini Sebabnya",Negative
Alihkan 75 51 Saham Semen Baturaja Ke SIG Semen Indonesia Makin Merajai Pasar Domestik,Positive
"Video soal Intan Jaya Ditonton sampai 4 Kali, Asisten Tuding Haris dan Fatia Menyerang Luhut",Negative
PSN Terakhir Era Jokowi Kental Balas Budi untuk Aguan dan Sinar Mas,Neutral
Apel Komandan Satuan Kodam VI/Mulawarman di IKN Nusantara Resmi Ditutup,Positive
"Tingkatkan Pelayanan Publik, KSOP Kotabaru-Batulicin Resmikan Kantor Baru",Positive
"Tinjau Lokasi IKN, Wamen Harvick Pastikan Stok Pangan Terpenuhi",Positive
"Greece Will Help Become a ""Bridge"" Connecting to the EU",Positive
"Hadiri Rakernas dan Tinjau Proyek IKN, Jokowi : Ibu Kota yang Baru Ini Akan Berbeda dan Tidak Dimiliki Oleh Ne",Positive
Ormas Macan Dahan Minta Rocky Gerung Segera Ditangkap,Neutral
"Pembangunan IKN Harus Dilanjutkan, Jokowi: Didukung 93 Persen Fraksi DPR Lho.",Neutral
Sederet Usul Julukan untuk Presiden Jokowi: Bapak Infrastruktur hingga Bapak Rakyat,Neutral
"Warga Tidak Puas dengan Nilai Ganti Untung, Begini Penjelasan Badan Otorita IKN",Negative
ATR/BPN Terbitkan Edaran Baru Menyangkut Kawasan IKN Indonesia Baru,Positive
"Ketua DPD LaNyalla Beri Peringatan : Kalau Kelewatan, Bisa Revolusi Sosial",Neutral
Suharso&#58; Perpres Badan Otorita Ibu Kota Sudah Selesai,Neutral
Bahlil serukan tidak boleh ada diskriminasi soal energi hijau,Positive
"Usai Dilantik, Lima Pejabat Tinggi Madya Otorita IKN Segera Bangun Ibu Kota Nusantara di Kalimantan Timur - jatengdaily.com",Neutral
Jokowi ke Gubernur soal IKN: Bukan Berarti Kami Tinggalkan Jakarta,Neutral
"Pj Bupati PPU Jemput Formasi CASN, MenPANRB Sebut Siapkan 225 Ribu Formasi untuk IKN",Neutral
MENN Gandeng Kukbo Incar Proyek Logistik IKN,Positive
PN Jaksel Gelar Sidang Gugatan Terhadap Rocky Gerung Hari Ini!,Negative
Indonesia-Malaysia Sepakat Selesaikan Sengketa Perbatasan,Positive
"Isi Chat Devara Caleg DPR RI ke Orang tua Indriana Setelah Bunuh Korban,Kirim Paket Disuruh Makan",Negative
"Gaji Pegawai IKN Belum Dibayar, Jokowi: Lagi Dihitung",Negative
Edy Mulyadi akan Bacakan Eksepsi Hari ini,Negative
"Pembangunan IKN, Upaya Pemerintah Percepat Transformasi Ekonomi - MEDIA KALTIM",Neutral
Terbaru! Pertamina Foundation: Pfsains 2024 Kembangkan Inovasi Teknologi-energi,Positive
"Serapan Anggaran Kementerian PUPR 2023 Baru Capai 66,5%",Neutral
"Disebut Ada Aroma Nepotisme Di Balik Pencalonan Agus Subiyanto Jadi Panglima TNI, Sudah Kenal Jokowi Sangat Lama - Semua Halaman",Negative
"Berkelakar Mau Bangun 40 Kota Selevel Jakarta, Gibran Rakbuming Mahfud MD Semprot Cak Imin Soal IKN: Aneh Ya!",Negative
"Sepak Bola Indonesia Dapat Dukungan FIFA, Alokasikan Dana Sekitar USD 7,3 Juta",Positive
"Fokus Tangani Pandemi Covid-19, Pemerintah Tunda Pemindahan Ibu Kota",Negative
Investasi IKN Nusantara Masuk Rp41 Trilliun,Positive
"Sambut IKN, Pelindo Balikpapan Siapkan Reklamasi atasi Masalah Lahan",Positive
Mendukung Indonesia Tanpa Embel-embel,Positive
Otorita IKN Luncurkan Rencana Induk Pengelolaan Keanekaragaman Hayati,Positive
"Siap-siap! 6 Ribu ASN Segera Pindah ke IKN, Cek Jabatan yang Berangkat",Neutral
"Lahir dari Rahim Kaum Tertindas, Pemerintahan Jokowi Justru Banyak Lahirkan Kebijakan yang Menindas Rakyat",Negative
Bareskrim perintahkan bawa Edy Mulyadi pada pemanggilan ke-2,Positive
Kukar Kehilangan Dua Kecamatan untuk IKN,Negative
Delegasi PBB Tinjau Keselarasan Pembangunan Ibu Kota Nusantara dengan SDGs,Positive
Presiden: Penyatuan Tanah dan Air di Nusantara Bentuk Kebinekaan,Positive
Minat investor sangat tinggi untuk terlibat pembangunan IKN di Kalimantan Timur,Neutral
Presiden Jokowi Ungkap Telah Beri Izin Kaesang Masuk PSI,Neutral
"Kegagalan Proyek Ibu Kota Baru Myanmar, Naypyidiw jadi Kota Hantu",Negative
"Hadiri Forum Bisnis Indonesia-RRT, Presiden Jokowi: Investasi ke Indonesia Cepat, Tepat* - Elbait Sukabumi",Positive
Kemenkumham Rencanakan Bangun Lapas Internasional di Penajam Paser Ibu Kota Nusantara,Positive
"Soroti Pembangunan IKN, PKS: Proyek Tol Laut Saja Gagal, Apalagi Ini?",Neutral
Wapres Ma'ruf Mengaku Belum Ditugaskan untuk Berkantor di IKN,Neutral
Senator Bersama Pemprov DKI Bahas Masalah Nasib Jakarta Pascapindah IKN,Neutral
"Formappi: RUU IKN Supercepat, Sembunyi dan Minim Partisipasi Publik",Negative
"Biaya Kereta Cepat Jakarta-Bandung Membengkak Lagi, Sultan Usulkan IKN Dipindahkan ke Bandung",Negative
Grup Sinarmas & Sukanto Tanoto Bersaing Akuisisi Produsen Tisu Vinda,Neutral
Simak Rekomendasi dan Prospek Kinerja PTPP di 2024,Neutral
"Dipolisikan karena Menghina Jokowi, Ini Dalih Rocky Gerung",Negative
Pilih IKN Jadi Tempat Deklarasi PKB-Gerindra Mau Ambil Hati RI-1,Neutral
"Pengamat: Dibandingkan Rezim Jokowi, Masyarakat Lebih Puas Dengan Masa Kepemimpinan SBY",Positive
Delegasi Kongres AS Apresiasi Pembangunan Kota Hutan IKN,Positive
"PNS Sudah Boleh Rapat di Hotel, Tingkat Hunian Kamar Naik",Neutral
"Pemindahan IKN ke Penajam Paser Utara, Gus Jazil: Langkah Tepat untuk Pemerataan Pembangunan",Positive
"[TERBARU] Pagu Indikatif Belanja K/L Rp 977,1 Triliun, Ada Untuk Pembangunan IKN Nusantara - Ometraco.com",Neutral
Jokowi Lantik Kepala Otorita IKN Nusantara Pekan Depan,Neutral
"Terima Duta Besar Kerajaan Arab Saudi, Ketua MPR RI Dorong Peningkatan Kerjasama Haji Indonesia - Arab Saudi",Positive
"Pemindahan IKN Perlu Penjelasan dan Narasi Komprehensif, Jika Tidak akan Terhambat",Positive
"Zulfan NasDem Klaim Anies Akan Kesulitan Berpikir Kritis, Ini Alasannya",Negative
Danny Pomanto Sambut Baik Kehadiran Kantor LPS di Makassar,Positive
PP Presisi (PPRE) Incar Kontrak Baru Rp7 Triliun di Tahun 2023,Neutral
Pakar nilai Budiman Sudjatmiko keliru tanggapi koalisi Anies-Ganjar,Neutral
Wali Kota Balikpapan Ekspose Kegiatan dan Sapa Ribuan RT dan LPM di Balikpapan,Neutral
Rachmat Gobel: Pejabat yang Tak Dukung Produk Dalam Negeri Perlu Disanksi,Negative
Berikut Sembilan Poin Tugas Tim Transisi untuk Mempersiapkan Pembangunan dan Pemindahan IKN,Positive
Penyerapan Tenaga Kerja Pembangunan Kota Nusantara Bertambah Oleh ANTARA 28 September 2023 - 21:40 WIB,Positive
Ini Proyek-proyek IKN yang Rencananya akan Melibatkan Korea Selatan,Neutral
Will NasDem presidential candidates pursue Jokowi's flagship project?,Neutral
"Waskita Karya Garap Dua Proyek IKN Nusantara Senilai Rp2,38 T",Neutral
Malaysian autistic crafter earns a living making ceramic products,Neutral
Istana Mulai Siapkan Pelaksanaan Peringatan HUT ke-79 RI di IKN,Positive
"Presiden Minta Jajarannya Tindak Lanjuti Komitmen Investasi dengan RRT, Jepang, dan Korsel - EL JOHN News",Positive
"Lebih Fokus IKN dan Mobil Listrik, Politisi PKS Sebut Pemerintah tak Serius Atasi Kelangkaan Pupuk Subsidi",Neutral
"DPR RI: Jakarta Tetap 'DKI', Ini Alasan Lengkapnya!",Neutral
Sekolah di Pedalaman Kaltim Kesulitan Terapkan PJJ,Negative
Seminar Nasional Insannul Kamil: Facilities Management Masih Kalah dari Negara Lain,Negative
PDI Perjuangan Optimistis Ganjar Menang Satu Putaran Pilpres 2024,Positive
Konsep Smart City IKN Nusantara akan Diterapkan di 6 Sektor Ini,Neutral
"Selama Empat Tahun Ditanggung Perusahaan, CSR Beasiswa Bayan akan Terus Berlanjut Setiap Tahunnya",Neutral
"Tak Kuat Bayar Utang, Waskita Karya Garap Proyek IKN Senilai Rp4,3 Triliun",Neutral
DPR Diduga Hanya Undang Orang-orang yang Sejalan Dalam Perumusan UU IKN,Positive
Mendag perkuat kerja sama perdagangan dengan India disela G20,Positive
Mantapkan Nilai Kebangsaan Masyarakat PPU,Positive
Kesinambungan Program Jokowi Dibutuhkan Untuk Wujudkan Indonesia Emas 2045,Positive
"Tagar #TurunkanJokowi jadi Sorotan, BEM SI: Tak Ada Tuntutan Turunkan Jokowi di Demo 11 April",Negative
Pindah Ke IKN DPR Ogah ogahan,Neutral
Dana Asing Akan Ditampung Khusus Di Badan Pengelola Investasi Negara,Positive
"Desain Garuda Istana Negara Ibu Kota Baru Jadi Kontroversi, Ini Kata Jokowi",Neutral
"Tak Setop Proyek IKN, Kebijakan ini Diambil Anies Jika Jadi Presiden",Neutral
"Aksi Unjuk Rasa Mahasiswa 11 April di Gedung DPR RI, Berikut 6 Tuntutan yang Disampaikan untuk Presiden Jokowi",Negative
Gubernur Kalimantan Timur Ajak Rektor Suarakan Pemerataan Pembangunan di Indonesia Timur MEDIA KALTIM,Positive
"Presiden Syaratkan di IKN 100 Persen Pakai Kendaraan Listrik, PLN: Kami Siapkan Infrastrukturnya",Positive
"Bagi Rizal Ramli, IKN Nusantara Dapat Ditunda Jika Pemerintah Rasional Pada Kesulitan Rakyat",Negative
"Diduga Belum Berizin, PATIH Soroti Pengecer LPG 3kg dan Penambang Pasir - Gerbang Kalimantan Timur",Neutral
Tokoh Adat Dayak Terhina dengan Tudingan Edy Mulyadi Jin Buang Anak - Harian-Nasional.com,Negative
